"LOCATION_NAME","TSN","LATITUDE","LONGITUDE","PHONE","EFA_ID","ADDRESS","FACILITIES","ACCESSIBILITY","TRANSPORT_MODE"
"Padstow Station","221110","-33.95189202","151.0325572","02 9563 7653","10101416","Howard Rd, Padstow NSW 2211","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Palm Beach Coach Stop","42211","-28.120533","153.472207","","10150293","Gold Coast Hwy at Palm Beach Ave, Palm Beach QLD 4221","","","Coach"
"Pambula Coach Stop","254918","-36.930474","149.875171","","10161977","Pambula Bus Interchange, Bennett Lane, Pambula NSW 2549","","","Coach, Bus"
"Panania Station","221310","-33.95431112","150.9978261","02 9563 7654","10101418","Sherlock Ave, Panania NSW 2213","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Taxi rank","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements","Train, Bus, Taxi"
"Parkes Station","28701","-33.142132","148.173185","13 22 32","10155056","Welcome St, Parkes NSW 2870","Commuter car park | Toilets | Wheelchair accessible car space","Stairs | This location is not wheelchair accessible","Train"
"Parramatta Station","215020","-33.81757926","151.0055351","02 9848 9387","10101229","Argyle St, Parramatta NSW 2150","Bike lockers | Bike racks | Bike shed | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Escalator | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Ferry, Taxi"
"Parramatta Wharf","21501","-33.81391554","151.010585","","10102032","Cnr Phillip St & Charles St, Parramatta NSW 2150","Bike lockers | Bike racks | Emergency help point | Kiss and ride stopping area | Opal card top up or single trip ticket machine | Wheelchair accessible car space | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Hearing loop | PA system for announcements","Ferry, Taxi"
"Paterson Station","242110","-32.60240094","151.6146372","02 4932 8409","10101181","Railway St, Paterson NSW 2421","Commuter car park | Emergency help point | Payphone | No Opal card top up or single trip ticket sales","Level crossing | Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the middle doors","Train"
"Pendle Hill Station","214530","-33.8013479","150.9563427","02 9851 7203","10101232","Wentworth Ave, Pendle Hill NSW 2145","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Taxi rank","Hearing loop | Stairs | Tactile surfaces | This location is wheelchair accessible | PA system for announcements | Lift","Train, Bus, Taxi"
"Pennant Hills Station","212020","-33.73793863","151.0725297","02 9847 8523","10101196","Railway St, Pennant Hills NSW 2120","Bike lockers | Bike racks | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Penrith Station","275010","-33.75005529","150.6961348","02 4780 3971","10101252","Jane St, Penrith NSW 2750","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet (MLAK) | Baby change table | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Penrose Station","257920","-34.67255107","150.2117555","02 4868 1115","10101311","Highland Way, Penrose NSW 2579","Emergency help point | No Opal card top up or single trip ticket sales","Level crossing | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 2 cars","Train"
"Penshurst Station","222210","-33.96612954","151.0893865","02 9563 7545","10101340","Bridge St, Penshurst NSW 2222","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Petersham Station","204910","-33.8938594","151.1551562","02 9752 8426","10101212","Trafalgar St, Petersham NSW 2049","Emergency help point | Payphone | Opal card top up or single trip ticket machine | Toilets | Taxi rank","Hearing loop | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements","Train, Bus, Taxi"
"Picton Station","257110","-34.17914657","150.6126016","02 4677 1402","10101301","Station St, Picton NSW 2571","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table","This location is wheelchair accessible | Hearing loop | Lift | Stairs | Tactile surfaces | PA system for announcements","Train, Bus"
"Point Clare Station","225030","-33.44577008","151.328556","02 4325 7897","10101138","Brisbane Water Dr, Point Clare NSW 2250","Bike lockers | Commuter car park | Emergency help point | Payphone | No Opal card top up or single trip ticket sales | Toilets","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 4 cars","Train, Bus"
"Port Kembla North Station","250530","-34.47276667","150.8880483","02 4223 5685","10101376","Flinders St, Port Kembla NSW 2505","Emergency help point | Payphone | No Opal card top up or single trip ticket sales","Stairs | This location is not wheelchair accessible | PA system for announcements","Train"
"Port Kembla Station","250540","-34.47724493","150.9019223","02 4223 5685","10101377","Old Port Kembla Rd, Port Kembla NSW 2505","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible car space","This location is wheelchair accessible | Tactile surfaces | PA system for announcements","Train, Bus"
"Port Macquarie Coach Stop","2444192","-31.43435","152.907169","","10150101","Port Macquarie Coach Terminal, Gordon St, Port Macquarie NSW 2444","","","Coach, Bus"
"Prairiewood - Stockland Mall Bus Interchange","2176261","-33.85861799","150.8968524","","10121819","Bossley Park NSW 2176","Bike lockers | Bike racks | Kiss and ride stopping area | Wheelchair accessible car space","Lift","Bus"
"Punchbowl Station","219610","-33.92537752","151.055867","02 9563 7684","10101400","Punchbowl Rd, Punchbowl NSW 2196","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Taxi rank","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements","Train, Bus, Taxi"
"Pymble Station","207310","-33.74472888","151.142138","02 9847 8581","10101122","Grandview St, Pymble NSW 2073","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Taxi rank","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements","Train, Bus, Taxi"
"Pyrmont Bay Light Rail","200943","-33.86920237","151.19755","","10101438","Murray St, Pyrmont NSW 2009","Emergency help point | Opal card top up or single trip ticket machine","This location is wheelchair accessible | Level crossing | Lift | Stairs | Tactile surfaces | PA system for announcements","Light rail"
"Pyrmont Bay Wharf","200910","-33.86844161","151.1987285","","10102033","Murray St, Pyrmont NSW 2009","Emergency help point | Opal card top up or single trip ticket machine","This location is wheelchair accessible | Hearing loop | Tactile surfaces | PA system for announcements","Ferry"
"Quakers Hill Station","276310","-33.72802483","150.886725","02 9851 7243","10101237","Railway Pde, Quakers Hill NSW 2763","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Queanbeyan Station","26201","-35.34289","149.227651","13 22 32","10155027","Henderson Rd, Queanbeyan NSW 2620","Commuter car park | Emergency help point | Toilets | Wheelchair accessible car space","This location is wheelchair accessible | Wheelchair ramp boarding assistance | Stairs | PA system for announcements","Train, Coach"
"Quirindi Station","23431","-31.505399","150.681098","13 22 32","10155059","Station St, Quirindi NSW 2343","Commuter car park | Emergency help point | Payphone | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Wheelchair ramp boarding assistance | PA system for announcements","Train, Taxi"
"Railway Square Bus Interchange","200064","-33.88362346","151.2034191","","10101110","Lee St, Chippendale NSW 2008","Bike racks | Kiss and ride stopping area | Taxi rank","Escalator | Lift","Train, Bus, Light rail, Taxi"
"Redfern Station","201510","-33.8923699","151.1984847","02 9379 1398","10101421","Cnr Lawson St & Gibbons St, Redfern NSW 2015","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible payphone | Taxi rank","Escalator | Hearing loop | Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the first 6 cars","Train, Bus, Taxi"
"Regents Park Station","214310","-33.88298889","151.0241875","02 9752 8815","10101391","Park Rd, Regents Park NSW 2143","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Revesby Station","221210","-33.95246003","151.0148384","02 9563 7760","10101417","Blamey St, Revesby NSW 2212","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Baby change table | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
